name,objectives,schedule,status,update_time,meta,title,subtitle,rationale,domain,progress_start_time,progress_end_time,progress
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(19, 39)",2026-06-03 00:00:00 - 2026-06-04 00:00:00,ENABLED,2026-06-04 11:12:48+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(22, 38)",2026-05-20 00:00:00 - 2026-05-21 00:00:00,ENABLED,2026-05-21 07:52:42+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(22, 38)",2026-05-22 00:00:00 - 2026-05-23 00:00:00,ENABLED,2026-05-22 05:54:55+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(22, 38)",2026-05-22 00:00:00 - 2026-05-23 00:00:00,ENABLED,2026-05-22 05:54:55+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(29, 52)",2026-06-08 00:00:00 - 2026-06-09 00:00:00,ENABLED,2026-06-08 12:12:28+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(36, 57)",2026-05-29 00:00:00 - 2026-05-30 00:00:00,ENABLED,2026-05-29 07:17:32+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(37, 54)",2026-05-14 00:00:00 - 2026-05-15 00:00:00,ENABLED,2026-05-15 00:12:58+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(41, 63)",2026-05-25 00:00:00 - 2026-05-26 00:00:00,ENABLED,2026-05-25 19:37:56+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 21)",2026-05-27 00:00:00 - 2026-05-28 00:00:00,ENABLED,2026-05-27 14:45:14+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 21)",2026-05-28 00:00:00 - 2026-05-29 00:00:00,ENABLED,2026-05-27 22:17:21+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 21)",2026-05-28 00:00:00 - 2026-05-29 00:00:00,ENABLED,2026-05-28 13:40:43+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-05-26 00:00:00 - 2026-05-27 00:00:00,ENABLED,2026-05-25 22:22:31+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-02 00:00:00 - 2026-06-03 00:00:00,ENABLED,2026-06-02 14:41:54+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-02 00:00:00 - 2026-06-03 00:00:00,ENABLED,2026-06-02 14:41:57+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-05 00:00:00 - 2026-06-06 00:00:00,ENABLED,2026-06-05 10:05:38+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-06 00:00:00 - 2026-06-07 00:00:00,ENABLED,2026-06-05 22:15:48+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-06 00:00:00 - 2026-06-07 00:00:00,ENABLED,2026-06-06 07:59:59+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-07 00:00:00 - 2026-06-08 00:00:00,ENABLED,2026-06-08 12:12:22+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 22)",2026-06-07 00:00:00 - 2026-06-08 00:00:00,ENABLED,2026-06-08 12:12:29+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(6, 26)",2026-06-04 00:00:00 - 2026-06-05 00:00:00,ENABLED,2026-06-04 11:27:54+0000,,,,,GOALS,,,
target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: BETWEEN(9, 31)",2026-05-24 00:00:00 - 2026-05-25 00:00:00,ENABLED,2026-05-25 19:37:56+0000,,,,,GOALS,,,
weekly-distance,"MEASURE: steps-distance, TARGET: AT_LEAST(56327040)",DAILY,ENABLED,2026-05-06 09:46:38+0000,,,,,GOALS,,,
weekly-energy-burned,"MEASURE: energy-burned, TARGET: AT_LEAST(18396)",WEEKLY,ENABLED,2026-05-06 09:46:38+0000,,,,,GOALS,,,
weekly-exercise-days,"MEASURE: EXERCISE_DAYS, TARGET: AT_LEAST(3)",WEEKLY,ENABLED,1970-01-01 00:00:00+0000,,,,,GOALS,,,
weekly-floors,"MEASURE: floors-count, TARGET: AT_LEAST(70)",WEEKLY,ENABLED,2026-05-06 09:46:38+0000,,,,,GOALS,,,
weekly-steps,"MEASURE: steps-count, TARGET: AT_LEAST(70000)",WEEKLY,ENABLED,2026-05-06 09:46:38+0000,,,,,GOALS,,,
weekly-target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: AT_LEAST(110)",2026-05-24 00:00:00 - 2026-05-31 00:00:00,ENABLED,2026-05-28 22:12:58+0000,,,,,GOALS,,,
weekly-target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: AT_LEAST(150)",2026-05-31 00:00:00 - 2026-06-07 00:00:00,ENABLED,2026-05-30 22:18:08+0000,,,,,GOALS,,,
weekly-target-cardio-load,"MEASURE: CARDIO_LOAD, TARGET: AT_LEAST(210)",2026-06-07 00:00:00 - 2026-06-14 00:00:00,ENABLED,2026-06-06 22:50:25+0000,,,,,GOALS,,,
